0,0,90,180.0,17.1857142857,1.12938487863
0,0,90,180.0,28.3580882353,0.428498600976
0,0,90,175.0,12.6,3.37507799486e-14
0,0,90,170.0,12.6,3.37507799486e-14
0,0,90,165.0,12.6,3.37507799486e-14
0,0,90,160.0,12.6,3.37507799486e-14
0,0,90,155.0,12.6,3.37507799486e-14
0,0,90,150.0,12.8,3.01980662698e-14
0,0,90,150.0,22.1,7.1054273576e-15
0,0,90,145.0,12.8,1.7763568394e-15
0,0,90,140.0,100.393700787,0.0
0,0,90,135.0,100.393700787,0.0
0,0,90,130.0,100.393700787,0.0
0,0,90,125.0,100.393700787,0.0
0,0,90,120.0,14.3328125,0.195699616361
0,0,90,115.0,13.2653333333,0.102623367493
0,0,90,110.0,12.772,0.148377895928
0,0,90,105.0,12.852,0.0499599839872
0,0,90,100.0,12.6,3.37507799486e-14
0,0,90,95.0,12.8,3.19744231092e-14
0,0,90,90.0,12.6,3.37507799486e-14
0,0,90,85.0,12.5533333333,0.145449494862
0,0,90,80.0,12.5873333333,0.0332599191554
0,0,90,75.0,12.5573333333,0.0494592986426
0,0,90,70.0,12.6,3.37507799486e-14
0,0,90,65.0,12.6,3.37507799486e-14
0,0,90,60.0,12.7033333333,0.134866188828
0,0,90,55.0,12.9238461538,0.552588850656
0,0,90,55.0,17.325,0.383242742919
0,0,90,50.0,13.2533333333,0.334398298773
0,0,90,45.0,23.4,3.5527136788e-15
0,0,90,45.0,28.1492753623,0.193834823157
0,0,90,40.0,28.38,0.746726188104
0,0,90,35.0,28.2593333333,0.206267356172
0,0,90,30.0,23.0,0.0
0,0,90,30.0,27.8605042017,0.19282006564
0,0,90,25.0,23.615,0.646741834119
0,0,90,25.0,28.1861538462,0.280591092066
0,0,90,20.0,24.1913043478,0.759812930912
0,0,90,20.0,28.1365384615,0.288916308186
0,0,90,15.0,27.2593333333,0.153230400233
0,0,90,10.0,26.254,0.29723840039
0,0,90,5.0,26.3253333333,0.250116417338
0,0,90,0.0,26.3213333333,0.203498293741
0,0,90,-5.0,26.1993333333,0.208325599856
0,0,90,-10.0,26.9633333333,0.3196699687
0,0,90,-15.0,26.9373333333,0.355255150874
0,0,90,-20.0,27.2473333333,0.469424707014
0,0,90,-25.0,26.9246666667,0.24574693397
0,0,90,-30.0,28.04,0.726360791893
0,0,90,-35.0,28.0,0.0
0,0,90,-40.0,29.2,7.1054273576e-15
0,0,90,-45.0,100.393700787,0.0
0,0,90,-50.0,100.393700787,0.0
0,0,90,-55.0,100.393700787,0.0
0,0,90,-60.0,30.2324675325,0.413550216314
0,0,90,-60.0,32.7,2.13162820728e-14
0,0,90,-65.0,30.7333333333,0.572324694169
0,0,90,-70.0,100.393700787,0.0
0,0,90,-75.0,29.6,4.61852778244e-14
0,0,90,-80.0,31.1058823529,0.522967312256
0,0,90,-80.0,39.0,0.0
0,0,90,-80.0,47.5,0.0
0,0,90,-80.0,55.0,0.0
0,0,90,-80.0,72.7,0.0
0,0,90,-85.0,31.12,0.676461381012
0,0,90,-85.0,41.0666666667,0.788810637747
0,0,90,-85.0,65.2,1.42108547152e-14
0,0,90,-85.0,73.5277777778,0.295908310791
0,0,90,-85.0,91.5896551724,0.0994634834611
0,0,90,-90.0,31.012962963,0.765227222681
0,0,90,-90.0,92.33125,0.35128113741
0,0,90,-95.0,92.5,0.0
0,0,90,-100.0,31.2,7.1054273576e-15
0,0,90,-100.0,74.2,0.0
0,0,90,-100.0,93.9475728155,0.398259480276
0,0,90,-105.0,43.5,0.0
0,0,90,-110.0,28.7859649123,0.0990101828738
0,0,90,-110.0,43.5,0.0
0,0,90,-115.0,28.116,0.146095858942
0,0,90,-120.0,28.2093333333,0.0405736641459
0,0,90,-125.0,28.508,0.237352059186
0,0,90,-130.0,28.7726666667,0.308738652513
0,0,90,-135.0,28.162,0.048538644398
0,0,90,-140.0,28.4166666667,0.211476292341
0,0,90,-145.0,28.7613333333,0.178805915885
0,0,90,-150.0,28.41,0.07
0,0,90,-155.0,28.7146666667,0.0521365727894
0,0,90,-160.0,28.3093333333,0.126146299545
0,0,90,-165.0,28.6506666667,0.103115900272
0,0,90,-170.0,28.5,0.0
0,0,90,-175.0,28.6,4.26325641456e-14
0,0,90,-180.0,28.9,3.90798504668e-14
0,6,90.0,180.0,19.2358333333,1.03326310245
0,6,90.0,180.0,21.9333333333,0.492160768674
0,6,90.0,175.0,12.8,3.19744231092e-14
0,6,90.0,170.0,12.7,3.01980662698e-14
0,6,90.0,165.0,7.9275862069,0.291129254058
0,6,90.0,165.0,12.7776859504,0.0416351792324
0,6,90.0,160.0,12.8,3.19744231092e-14
0,6,90.0,155.0,12.8,3.19744231092e-14
0,6,90.0,150.0,7.756,0.132905981807
0,6,90.0,150.0,12.7296,0.0955187939622
0,6,90.0,145.0,12.8,2.13162820728e-14
0,6,90.0,145.0,28.9181818182,0.186603688707
0,6,90.0,140.0,12.8,1.7763568394e-15
0,6,90.0,140.0,28.8007751938,0.297924636439
0,6,90.0,135.0,28.6393333333,0.0878610013348
0,6,90.0,130.0,28.8,7.81597009336e-14
0,6,90.0,125.0,12.8,3.19744231092e-14
0,6,90.0,120.0,12.8,1.7763568394e-15
0,6,90.0,120.0,67.3085714286,0.0996319758524
0,6,90.0,115.0,100.393700787,0.0
0,6,90.0,110.0,100.393700787,0.0
0,6,90.0,105.0,14.4784313725,0.622869301587
0,6,90.0,100.0,15.022,0.338402127653
0,6,90.0,95.0,13.6265486726,0.289343993796
0,6,90.0,95.0,24.8,1.42108547152e-14
0,6,90.0,90.0,13.36,0.286356421266
0,6,90.0,85.0,13.2986666667,0.318535537874
0,6,90.0,80.0,13.0666666667,0.165193489245
0,6,90.0,75.0,12.9746666667,0.204021785329
